modo_gato,modo_raton,captura,escape,empate,pasos,d_prom,mapa
astar,astar,1,0,0,4,2.5,big
astar,astar,1,0,0,4,2.5,big
astar,astar,1,0,0,4,1.5,big
astar,astar,1,0,0,6,1.8333333333333333,big
astar,astar,1,0,0,4,2.5,big
astar,astar,1,0,0,4,2.0,big
astar,astar,1,0,0,8,1.375,big
astar,astar,1,0,0,4,1.75,big
astar,astar,1,0,0,4,2.5,big
astar,astar,1,0,0,4,2.5,big
astar,astar,1,0,0,4,1.5,big
astar,astar,1,0,0,6,1.8333333333333333,big
astar,astar,1,0,0,4,2.5,big
astar,astar,1,0,0,2,1.5,big
astar,astar,1,0,0,4,1.5,big
astar,astar,1,0,0,2,1.5,big
astar,astar,1,0,0,2,1.0,big
astar,astar,1,0,0,4,1.75,big
astar,astar,1,0,0,2,1.0,big
astar,astar,1,0,0,4,2.5,big
astar,astar,1,0,0,4,2.5,big
astar,astar,1,0,0,4,1.75,big
astar,minimax,1,0,0,2,1.5,big
astar,minimax,1,0,0,4,2.0,big
astar,minimax,1,0,0,4,1.25,big
astar,minimax,1,0,0,6,1.3333333333333333,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,6,1.3333333333333333,big
astar,minimax,1,0,0,6,1.3333333333333333,big
astar,minimax,1,0,0,6,2.0,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,2,1.0,big
astar,minimax,1,0,0,6,1.3333333333333333,big
astar,minimax,1,0,0,4,1.75,big
astar,minimax,1,0,0,2,1.5,big
astar,minimax,1,0,0,4,1.25,big
astar,minimax,1,0,0,4,1.5,big
astar,minimax,1,0,0,2,1.0,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,2,1.0,big
astar,minimax,1,0,0,2,1.5,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,4,2.5,big
astar,minimax,1,0,0,6,2.0,big
astar,minimax,1,0,0,2,1.5,big
astar,minimax,1,0,0,4,1.75,big
astar,minimax,1,0,0,6,2.5,big
astar,minimax,1,0,0,6,2.1666666666666665,big
astar,minimax,1,0,0,4,1.5,big
astar,minimax,1,0,0,6,2.3333333333333335,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,4,2.0,big
astar,minimax,1,0,0,4,2.0,big
astar,minimax,1,0,0,6,2.5,big
astar,minimax,1,0,0,2,1.5,big
astar,minimax,1,0,0,2,1.0,big
astar,minimax,1,0,0,4,2.25,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,6,1.8333333333333333,big
astar,minimax,1,0,0,6,1.8333333333333333,big
astar,minimax,1,0,0,4,2.5,big
astar,minimax,1,0,0,6,1.8333333333333333,big
astar,minimax,1,0,0,6,2.1666666666666665,big
astar,minimax,1,0,0,2,1.5,big
astar,minimax,1,0,0,2,1.0,big
astar,minimax,1,0,0,6,2.3333333333333335,big
astar,minimax,1,0,0,4,1.25,big
astar,minimax,1,0,0,6,2.8333333333333335,big
astar,minimax,1,0,0,6,2.5,big
astar,minimax,1,0,0,4,1.75,big
minimax,random,0,1,0,161,1.4968944099378882,big
minimax,random,0,0,1,200,1.46,big
minimax,random,0,0,1,200,1.53,big
minimax,random,0,1,0,141,1.3971631205673758,big
minimax,random,0,1,0,91,1.6923076923076923,big
minimax,random,0,1,0,163,1.4110429447852761,big
minimax,random,0,0,1,200,1.51,big
minimax,random,0,0,1,200,1.395,big
minimax,random,0,1,0,105,1.4666666666666666,big
minimax,random,0,1,0,67,1.4328358208955223,big
minimax,random,0,0,1,200,1.405,big
minimax,random,0,1,0,175,1.5314285714285714,big
minimax,random,0,1,0,169,1.4792899408284024,big
minimax,random,0,1,0,61,1.360655737704918,big
minimax,random,0,0,1,200,1.415,big
minimax,random,0,0,1,200,1.47,big
minimax,random,0,1,0,91,1.4945054945054945,big
minimax,random,0,1,0,121,1.462809917355372,big
minimax,random,0,1,0,109,1.5321100917431192,big
minimax,random,0,0,1,200,1.535,big
minimax,random,0,1,0,45,1.4444444444444444,big
minimax,random,0,1,0,75,1.4666666666666666,big
minimax,random,0,0,1,200,1.445,big
minimax,random,0,1,0,73,1.4794520547945205,big
minimax,random,0,0,1,200,1.5,big
minimax,random,0,0,1,200,1.52,big
minimax,random,0,1,0,115,1.4956521739130435,big
minimax,random,0,1,0,49,1.6326530612244898,big
minimax,random,0,1,0,53,1.6415094339622642,big
minimax,random,0,1,0,79,1.481012658227848,big
minimax,random,0,0,1,200,1.47,big
minimax,random,0,1,0,61,1.5901639344262295,big
minimax,random,0,1,0,175,1.3714285714285714,big
minimax,random,0,0,1,200,1.505,big
minimax,random,0,1,0,127,1.5118110236220472,big
minimax,random,0,0,1,200,1.44,big
minimax,random,0,0,1,200,1.485,big
minimax,random,0,0,1,200,1.46,big
minimax,random,0,1,0,109,1.348623853211009,big
minimax,random,0,0,1,200,1.485,big
minimax,random,0,1,0,119,1.4453781512605042,big
minimax,random,0,0,1,200,1.575,big
minimax,random,0,1,0,123,1.3252032520325203,big
minimax,random,0,1,0,173,1.6011560693641618,big
minimax,random,0,0,1,200,1.445,big
minimax,random,0,0,1,200,1.485,big
minimax,random,0,0,1,200,1.565,big
minimax,random,0,0,1,200,1.4,big
minimax,random,0,1,0,59,1.5423728813559323,big
minimax,random,0,1,0,65,1.6153846153846154,big
minimax,astar,0,1,0,11,1.3636363636363635,big
minimax,astar,0,1,0,11,1.4545454545454546,big
minimax,astar,0,1,0,11,1.1818181818181819,big
minimax,astar,0,1,0,7,1.2857142857142858,big
minimax,astar,0,1,0,11,1.6363636363636365,big
minimax,astar,0,1,0,7,1.4285714285714286,big
minimax,astar,0,1,0,7,1.2857142857142858,big
minimax,astar,0,1,0,13,1.6923076923076923,big
minimax,astar,0,1,0,9,1.6666666666666667,big
minimax,astar,0,1,0,9,1.2222222222222223,big
minimax,astar,0,1,0,9,1.3333333333333333,big
minimax,astar,0,1,0,9,1.5555555555555556,big
minimax,astar,0,1,0,13,1.4615384615384615,big
minimax,astar,0,1,0,11,1.8181818181818181,big
minimax,astar,0,1,0,5,2.2,big
minimax,astar,0,1,0,11,1.3636363636363635,big
minimax,astar,0,1,0,13,1.8461538461538463,big
minimax,astar,0,1,0,7,1.1428571428571428,big
minimax,astar,0,1,0,9,1.4444444444444444,big
minimax,astar,0,1,0,13,1.8461538461538463,big
minimax,astar,0,1,0,11,1.5454545454545454,big
minimax,astar,0,1,0,9,2.3333333333333335,big
minimax,astar,0,1,0,13,1.5384615384615385,big
minimax,astar,0,1,0,7,1.7142857142857142,big
minimax,astar,0,1,0,13,2.230769230769231,big
minimax,astar,0,1,0,11,1.2727272727272727,big
minimax,astar,0,1,0,5,1.4,big
minimax,astar,0,1,0,11,1.5454545454545454,big
minimax,astar,0,1,0,5,2.2,big
minimax,astar,0,1,0,7,2.142857142857143,big
minimax,astar,0,1,0,7,1.5714285714285714,big
minimax,astar,1,0,0,11,1.4545454545454546,big
minimax,astar,0,1,0,11,2.0,big
minimax,astar,1,0,0,7,1.5714285714285714,big
minimax,astar,0,1,0,9,1.5555555555555556,big
minimax,astar,0,1,0,15,1.4666666666666666,big
minimax,astar,1,0,0,11,1.6363636363636365,big
minimax,astar,1,0,0,9,1.6666666666666667,big
minimax,astar,0,1,0,11,1.2727272727272727,big
minimax,astar,0,1,0,9,1.7777777777777777,big
minimax,astar,0,1,0,9,1.8888888888888888,big
minimax,astar,0,1,0,7,1.2857142857142858,big
minimax,astar,0,1,0,5,1.6,big
minimax,astar,0,1,0,5,1.2,big
minimax,astar,0,1,0,7,1.1428571428571428,big
minimax,astar,1,0,0,15,1.2666666666666666,big
minimax,astar,0,1,0,11,1.2727272727272727,big
minimax,astar,1,0,0,5,2.2,big
minimax,astar,0,1,0,7,2.142857142857143,big
minimax,astar,0,1,0,13,1.5384615384615385,big
minimax,minimax,0,0,1,200,1.005,big
minimax,minimax,0,0,1,200,1.02,big
minimax,minimax,0,0,1,200,1.005,big
minimax,minimax,0,0,1,200,1.25,big
minimax,minimax,0,0,1,200,1.055,big
minimax,minimax,0,0,1,200,1.01,big
minimax,minimax,0,0,1,200,1.25,big
minimax,minimax,0,0,1,200,1.27,big
minimax,minimax,0,0,1,200,1.055,big
minimax,minimax,0,0,1,200,1.25,big
minimax,minimax,0,0,1,200,1.01,big
minimax,minimax,0,0,1,200,1.26,big
minimax,minimax,0,0,1,200,1.25,big
minimax,minimax,0,0,1,200,1.005,big
minimax,minimax,0,0,1,200,1.01,big
minimax,minimax,0,0,1,200,1.25,big
minimax,minimax,0,0,1,200,1.055,big
minimax,minimax,0,0,1,200,1.245,big
minimax,minimax,0,0,1,200,1.25,big
minimax,minimax,0,0,1,200,1.055,big
minimax,minimax,0,0,1,200,1.275,big
minimax,minimax,0,0,1,200,1.27,big
minimax,minimax,0,0,1,200,1.005,big
minimax,minimax,0,0,1,200,1.015,big
minimax,minimax,0,0,1,200,1.045,big
minimax,minimax,0,0,1,200,1.035,big
minimax,minimax,0,0,1,200,1.255,big
minimax,minimax,0,0,1,200,1.28,big
minimax,minimax,0,0,1,200,1.055,big
minimax,minimax,0,0,1,200,1.055,big
minimax,minimax,0,0,1,200,1.02,big
minimax,minimax,0,0,1,200,1.02,big
minimax,minimax,0,0,1,200,1.285,big
minimax,minimax,0,0,1,200,1.25,big
minimax,minimax,0,0,1,200,1.0,big
minimax,minimax,0,0,1,200,1.265,big
minimax,minimax,0,0,1,200,1.3,big
minimax,minimax,0,0,1,200,1.3,big
minimax,minimax,0,0,1,200,1.025,big
minimax,minimax,0,0,1,200,1.025,big
minimax,minimax,0,0,1,200,1.275,big
minimax,minimax,0,0,1,200,1.265,big
minimax,minimax,0,0,1,200,1.275,big
minimax,minimax,0,0,1,200,1.005,big
minimax,minimax,0,0,1,200,1.245,big
minimax,minimax,0,0,1,200,1.28,big
minimax,minimax,0,0,1,200,1.005,big
minimax,minimax,0,0,1,200,1.055,big
minimax,minimax,0,0,1,200,1.045,big
minimax,minimax,0,0,1,200,1.015,big
